mwra	c.android.gm	c.android.chrome	c.dogalize	c.katana	c.android.youtube	p.android.documentsui	p.system	p.android.chrome	p.android.externalstorage	p.android.gm	p.android.packageinstaller	p.olauncher
1.0	-1.196034945551106	2.301021658582592	-0.7031726689967092	0.9150027056302312	-0.8386874437123096	-1.6429494832325582	-1.695976303092632	-2.1546629636482306	-0.424138255155525	-0.3529127718383378	-0.5423994454911657	0.3487235021945321
1.0	1.1518105354327264	-0.25183488856401276	2.1366942217111498	0.4163671415926813	-1.5023868202522086	0.6763498700383863	0.5130261349140908	-0.6792951578600187	0.23076372185308305	0.5950742213706142	2.2071946155936693	0.6136789556093435
1.0	-1.2747246465826059	0.8097691273884448	-0.008189888992554562	0.034201485375545224	-1.5124229277471886	1.0918198859135404	-1.3266317363171556	-0.9248839590687539	-1.1215912202331335	-0.06009233158309662	-0.8540175854331705	1.0
0.0	-0.36111596267227714	-0.864496616080614	-0.4271104961069655	-1.5671581361259277	0.5306470966237772	0.5719261941906519	0.7663545411631764	0.5521016020818005	1.1938309916799577	0.009803671134477861	-1.0088485171646686	0.5991446085357649
1.0	-0.44980897364941863	-0.11702934598382517	-0.5694576827321944	0.4345540607989302	0.4971889163312561	1.1373835900991642	-1.1135482206166467	-1.3877027734155718	-0.18440847606542737	1.2955547010772352	1.307550660513228	0.5004825899220986
1.0	1.947869968998253	0.8058228780591707	0.3743417454192855	-0.21608207276587604	-0.3773631037173541	0.9000530909733421	0.7164467392001806	0.76387825830685	-0.3904308704538553	0.7654773148015394	0.8938116030366832	1.0
0.0	-0.22230548828421123	-0.423031201917617	-0.5643754282226847	-1.3422476715122884	0.11426207650027338	0.053875836877317	1.709111047454366	0.7097034350275724	0.35863355255146173	0.6741347679508928	-0.35321625725303607	0.537698131809069
1.0	-0.7168292773794673	-0.4365455583601494	0.08650360526005282	1.00278428744186	0.952405210975893	0.7755539679932779	-0.10967781335611512	-1.4361083884840875	0.5851375683085416	0.7403677591118633	1.019854765025185	1.0
0.0	1.240909670213422	-0.1479939490236604	-0.9661362187942095	-1.0086818864255513	1.9219524792194977	-0.7058033685933942	-0.03654465143996152	0.6346273410543943	-2.1729304768225464	0.5682869330056315	0.1458346627411322	0.43344564325157764
1.0	2.2955836807897394	0.7757142818697907	0.7598375639422316	1.0145877774529626	-1.219871319468671	-0.10301508884708123	0.32754622094437874	-0.0914671702970285	-1.0601951038490158	0.822214947101074	2.053143069499475	0.5226410855359942
1.0	-0.5048121249396247	-0.20010844748031953	0.5353622312594499	0.0004962728686697774	-0.5379509062190512	-1.3813518193217182	0.611995493178217	-1.8644360301052303	-0.02253931926546697	0.390346612897487	-0.35700944456543987	0.37158186497061074
1.0	0.45014170804294557	-0.7319311324512144	-0.7462201158799132	-0.8547417169352092	1.595851835147546	1.405729666823615	-1.5975937912815965	-0.8208986548548521	0.21040137301228246	1.9123444663531135	0.0441517529808483	0.5004825899220986
1.0	0.9295864435494023	-0.6975754127313931	-0.02632578631265983	-0.2177954646252403	0.4534654944391029	0.7475588001701549	-0.7379408302301106	-1.0468519724060488	0.4564557490697574	1.510445604083669	1.8374256734083758	1.0
1.0	-0.9592630655101161	1.8924208734547256	-1.0767688936808748	2.150748112736055	-2.0674233960192607	-2.3619590895763345	-1.2551913114299489	-2.647246997039124	-1.5823618693226675	-0.4359038255568583	0.9835306711976664	0.2926010266316835
1.0	-1.463302449236171	1.963916400597249	-0.4345031265528475	0.8019306751821903	-0.5185763807057233	-2.0968109240657014	-0.8766570331246575	-1.8662455533816247	0.659103994590095	0.5844999152263296	-0.04590978174645891	0.30623938071962137
1.0	-0.053440588374306895	1.8049898515876057	0.8859806705283968	0.7366111651888921	-0.4437934780596702	-0.28760857983273896	-0.3073197511018363	-0.19749728161311325	0.12719641813689697	-0.4273464836823414	-0.7030677361848964	0.4724547292087137
1.0	0.42284228497123355	-0.04729726744101601	1.4040292265353491	1.6044046426037517	-0.8609618021730064	-0.5654475321047578	-0.30620253695038746	-2.7092207204857606	0.18747105817908968	-1.4955309893780664	-0.3401545089775001	0.446489264023724
0.0	-0.5914807591746811	-0.03581580538098079	0.6900520283711183	0.6764034961627694	-0.007438987948841231	-1.3256849892156122	-0.969634735112477	-1.6186729162132167	-0.15130618698615902	0.15860301767549498	0.7635137714022118	0.37626289742333396
1.0	0.7234271618998958	-2.201738780216292	-0.9200396206313061	1.3735881294623975	2.325209524252345	1.6133285380134215	0.4495204601450678	-1.7286318397255562	-0.4231762162686081	1.4685759606274895	1.29774586901748	0.5004825899220986
